"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"54","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:37:14,FALSE,NA,"936710807672512512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0cks",640,TRUE,FALSE,NA,NA
"55","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:37:14,FALSE,NA,"936710806519115776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiegoLiceaga4",640,TRUE,FALSE,NA,NA
"56","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:37:11,FALSE,NA,"936710797341970432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","biyione",640,TRUE,FALSE,NA,NA
"57","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:37:11,FALSE,NA,"936710796897374209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","javyx12",640,TRUE,FALSE,NA,NA
"58","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:37:08,FALSE,NA,"936710782536028161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DewayneEst_94",640,TRUE,FALSE,NA,NA
"59","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:37:05,FALSE,NA,"936710768388689921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brysonstewart90",640,TRUE,FALSE,NA,NA
"60","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:53,FALSE,NA,"936710718132576256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kweku_GoldDust",640,TRUE,FALSE,NA,NA
"61","RT @KingKThom: Congrats to King James and Lebron https://t.co/j8vnVbXToQ",FALSE,0,NA,2017-12-01 21:36:49,FALSE,NA,"936710701833445377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRealOD3",1,TRUE,FALSE,NA,NA
"62","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:48,FALSE,NA,"936710700084482049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Masterpiece",640,TRUE,FALSE,NA,NA
"63","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:48,FALSE,NA,"936710697492385793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aaron__Segura",98,TRUE,FALSE,NA,NA
"64","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:47,FALSE,NA,"936710692735979521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SonpRman",98,TRUE,FALSE,NA,NA
"65","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:45,FALSE,NA,"936710684720746498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Masterpiece",98,TRUE,FALSE,NA,NA
"66","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:33,FALSE,NA,"936710636633055232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sergio509_dds",640,TRUE,FALSE,NA,NA
"67","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:32,FALSE,NA,"936710629641064448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","therdudola",98,TRUE,FALSE,NA,NA
"68","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:31,FALSE,NA,"936710627074236416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevvo19",98,TRUE,FALSE,NA,NA
"69","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:28,FALSE,NA,"936710613287522304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gambinolazy",640,TRUE,FALSE,NA,NA
"70","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:27,FALSE,NA,"936710612821860353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RajCloutGod",98,TRUE,FALSE,NA,NA
"71","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:27,FALSE,NA,"936710608749293568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FuFuKhan6",98,TRUE,FALSE,NA,NA
"72","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:14,FALSE,NA,"936710557725585408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Racer_Austin07",640,TRUE,FALSE,NA,NA
"73","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:07,FALSE,NA,"936710525211365376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatthewMc1055",640,TRUE,FALSE,NA,NA
"74","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:36:03,FALSE,NA,"936710510078255105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClutchCityBR",98,TRUE,FALSE,NA,NA
"75","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:36:01,FALSE,NA,"936710503753240576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SavageTv",640,TRUE,FALSE,NA,NA
"76","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:55,FALSE,NA,"936710477849288704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","collyndavis",98,TRUE,FALSE,NA,NA
"77","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:55,FALSE,NA,"936710474506362881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jsawall22",98,TRUE,FALSE,NA,NA
"78","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:49,FALSE,NA,"936710450204594176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingTim2000",98,TRUE,FALSE,NA,NA
"79","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:48,FALSE,NA,"936710448434634752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JakeEvans_18",98,TRUE,FALSE,NA,NA
"80","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:48,FALSE,NA,"936710446823956480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lawflylikepaper",98,TRUE,FALSE,NA,NA
"81","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:47,FALSE,NA,"936710442881347584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hardenmismo",640,TRUE,FALSE,NA,NA
"82","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:42,FALSE,NA,"936710421301678080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffrsl",640,TRUE,FALSE,NA,NA
"83","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:30,FALSE,NA,"936710370676367361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hainescamm",640,TRUE,FALSE,NA,NA
"84","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:25,FALSE,NA,"936710348920557569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LucasramatLucas",640,TRUE,FALSE,NA,NA
"85","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:24,FALSE,NA,"936710344923369472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonovila17",98,TRUE,FALSE,NA,NA
"86","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:19,FALSE,NA,"936710323817426944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hehekevin",98,TRUE,FALSE,NA,NA
"87","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:13,FALSE,NA,"936710299167674373",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tmgoco",640,TRUE,FALSE,NA,NA
"88","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:11,FALSE,NA,"936710291219509248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bent_francisco5",640,TRUE,FALSE,NA,NA
"89","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:07,FALSE,NA,"936710273834082305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bi66er_N_Texas",640,TRUE,FALSE,NA,NA
"90","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:07,FALSE,NA,"936710273423106048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cobianderson9",640,TRUE,FALSE,NA,NA
"91","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:35:06,FALSE,NA,"936710270872932352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","robert_lebzak",98,TRUE,FALSE,NA,NA
"92","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:04,FALSE,NA,"936710262559793152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennydialcreech",640,TRUE,FALSE,NA,NA
"93","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:02,FALSE,NA,"936710253592350721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alyssa_m1221",640,TRUE,FALSE,NA,NA
"94","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:35:00,FALSE,NA,"936710247489703936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JaceAslin",640,TRUE,FALSE,NA,NA
"95","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:34:56,FALSE,NA,"936710229349236737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoSo_Glory",640,TRUE,FALSE,NA,NA
"96","Congrats to King James and Lebron https://t.co/j8vnVbXToQ",FALSE,0,NA,2017-12-01 21:34:53,FALSE,NA,"936710215935905792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingKThom",1,FALSE,FALSE,NA,NA
"97","RT @HoustonRockets: RT to congratulate @JHarden13 on being named Western Conference Player of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Full Story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/QzCp…",FALSE,0,NA,2017-12-01 21:34:46,FALSE,NA,"936710187678863360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rich_sosa24",640,TRUE,FALSE,NA,NA
"98","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:34:44,FALSE,NA,"936710177138626560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whataberto",98,TRUE,FALSE,NA,NA
"99","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:34:41,FALSE,NA,"936710164140445697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MartinnVottero",98,TRUE,FALSE,NA,NA
"100","RT @HoustonRockets: Congratulations Mike D’Antoni, your Western Conference Coach of the Month! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
 
Full story <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>: https://t.co/hlOMO37OCB ht…",FALSE,0,NA,2017-12-01 21:34:40,FALSE,NA,"936710161116385281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Max_Ouf",98,TRUE,FALSE,NA,NA
